id,discurso,nome,siglaPartido,siglaUf
3601594,"- O.k., Deputada Tabata Amaral, da nossa cidade de São Paulo.",GILBERTO_NASCIMENTO,PSD,SP
3601594,"De São Paulo, então, nós vamos ao Rio de Janeiro. Antes de o Deputado Luiz Lima ocupar a tribuna, entretanto, vou passar pelo Rio Grande do Sul e ouvir, também por 1 minuto, o Deputado Afonso Hamm.",GILBERTO_NASCIMENTO,PSD,SP
3601594,"Tem V.Exa. a palavra, Deputado Afonso Hamm.",GILBERTO_NASCIMENTO,PSD,SP
3601581,"- Obrigado, Presidente.",AFONSO_HAMM,PP,RS
3601581,"Venho a esta tribuna estarrecido com o descaso da empresa CEEE Equatorial, que tem a responsabilidade de fornecer energia elétrica. No Rio Grande do Sul há, neste momento, há mais de 20 dias, algumas localidades rurais, muitas pelo interior do Rio Grande do Sul, sem energia elétrica, especialmente na região da Campanha Gaúcha e região Sul, em Pinheiro Machado, Lavras do Sul, Pedras Altas, Dom Pedrito, Arroio Grande, Cerrito, Piratini, Pelotas.",AFONSO_HAMM,PP,RS
3601581,"Tivemos mortes por lá, inclusive no Passo da Alexandrina, em Bagé, na minha cidade também faleceu um trabalhador rural. É impressionante o descaso.",AFONSO_HAMM,PP,RS
3601164,"Quero aqui dizer que aprovamos uma audiência pública importante na Comissão da Agricultura, convocando o Ministério de Minas e Energia, o Governador do Estado, a CEEE Equatorial, a ANEEL, com seu Diretor-Geral, o Procurador de Justiça do Estado, Alexandre Saltz, o Diretor-Executivo do PROCON e um Prefeito para representar a população, entre tantos, porque é absurdo termos mais de 20 dias sem energia. O produtor rural que tem produção de leite, aquele produtor que tem...  é realmente um descaso absurdo. Eu precisaria de muito tempo aqui para falar desse assunto na tribuna.",AFONSO_HAMM,PP,RS
3601164,"Mas agradeço, Presidente Gilberto, a oportunidade, porque nós precisamos de providências. E lá ninguém é escutado. Já existem ações na Justiça, por parte dos próprios Prefeitos, tem posicionamento dos consumidores, porque é um absurdo a população ficar hoje 20 dias sem energia elétrica. Então, a nossa esperança é que tomem providências, através desta audiência pública, aprovada hoje na Comissão de Agricultura.",AFONSO_HAMM,PP,RS
3601348,"- Do Rio Grande do Sul, agora nós vamos ao grande Rio, subindo a serra, para ouvir o Deputado Luiz Lima. Tem V.Exa. a palavra.",GILBERTO_NASCIMENTO,PSD,SP
3601165,"- Presidente Gilberto, é uma honra ter a sessão presidida por V.Exa.",LUIZ_LIMA,PL,RJ
3601165,"Presidente Gilberto, temos vários assuntos aqui de predominância nacional, mas acabamos nos esquecendo de... esquecendo não, não tendo oportunidade de, na velocidade que queremos, falar sobre o nosso Município do Rio de Janeiro, o Estado do Rio de Janeiro. A decisão do Prefeito Eduardo Paes de sufocar a Avenida Brasil, no Rio de Janeiro, que faz parte da BR-101, além de ser um elo de ligação dos bairros do Rio de Janeiro, dos bairros adjacentes, além de ser um elo com o sul do País até Rio Grande do Norte, é uma temeridade.",LUIZ_LIMA,PL,RJ
3601165,"A Avenida Brasil foi construída em 1946, quando a população do Rio de Janeiro girava em torno de 1,5 milhão de pessoas. Hoje a cidade do Rio de Janeiro tem 7 milhões de habitantes. O Túnel Rebouças, um elo de ligação entre a Zona Norte e a Zona Sul, chegando na Lagoa Rodrigo de Freitas, foi construído em 1967. A Ponte Rio-Niterói, em 1974. O metrô do Rio de Janeiro, em 1979. Não temos grandes obras no Rio de Janeiro, com exceção daquele rabicho de metrô, que fez um barulho ali da Zona Sul, Copacabana à Barra da Tijuca, mas que era já para ter chegado no final do Recreio dos Bandeirantes nos anos 80, usando o Terminal Alvorada como um elo de ligação do aeroporto com a Zona Norte, com a Zona Sul, com a Zona Oeste.",LUIZ_LIMA,PL,RJ
3601165,"O Rio de Janeiro é administrado, há 28 anos, pelo mesmo grupo político. Essa decisão do Prefeito Eduardo Paes de ocupar duas pistas, otimizando o BRT e causando um transtorno imenso no transporte no Rio de Janeiro, simboliza a ineficiência, a incompetência, o amadorismo, o oba-oba desse grupo que lidera o Rio de Janeiro há todos esses anos. O Rio de Janeiro precisa ter uma infraestrutura condicente com sua própria população hoje, que é quatro vezes maior do que na década de 50.",LUIZ_LIMA,PL,RJ
3601165,"A Avenida Brasil, do jeito que está, não tem jeito. As favelas cresceram, os bairros humildes se multiplicaram. Temos um déficit habitacional na cidade do Rio de Janeiro imenso, de Paquetá a Sepetiba. Temos um Prefeito que não se preocupa com o ordenamento público. Mais de 50% das crianças de ensino básico não têm pai nem mãe vivendo em casa. As 1.650 escolas do Município são dirigidas por militantes políticos e não por educadores.",LUIZ_LIMA,PL,RJ
3601152,"Então, a Avenida Brasil só tem uma solução: um metrô suspenso, que não ocupe aquele espaço e faça com que caminhões, ônibus e carros que circulam na cidade tenham opção.",LUIZ_LIMA,PL,RJ
3601152,"Segurança já não temos, com as barricadas na Avenida Brasil e 70% do território do Município ocupado por milícias e pelo tráfico. E o Prefeito não pede socorro, acha que está tudo bem. O Estado do Rio de Janeiro, com a Polícia Militar, tem um efetivo menor do que o do crime organizado, mas a República Federativa do Brasil se preocupa com o Elon Musk.",LUIZ_LIMA,PL,RJ
3601152,"Nós temos um problema seríssimo de segurança interna, de desenvolvimento habitacional e de pouco investimento na infraestrutura.",LUIZ_LIMA,PL,RJ
3601152,"O Rio de Janeiro pede socorro. Está nas suas mãos, eleitor, mudar o rumo da nossa cidade.",LUIZ_LIMA,PL,RJ
3601152,"Obrigado, Presidente Gilberto Nascimento.",GILBERTO_NASCIMENTO,PSD,SP
3601213,"- O.k., Deputado Luiz Lima, do nosso Rio de Janeiro.",GILBERTO_NASCIMENTO,PSD,SP
3601213,"Acompanhando a lista, vamos chamar o Deputado Gilson Daniel, do Espírito Santo, Estado vizinho, aonde, portanto, chega-se muito rápido.",GILBERTO_NASCIMENTO,PSD,SP
3601153,"- Sr. Presidente, Srs. Parlamentares, venho falar sobre uma conquista do nosso mandato, mais uma conquista da causa da criação de pássaros no Brasil. Saiu hoje publicada no Espírito Santo a Portaria Conjunta SEAG/SEAMA nº 1-R, de 9 de abril, que libera os torneios e as exposições no Espírito Santo.",GILSON_DANIEL,PODE,ES
3601153,"Essa portaria pode ser modelo para cada Estado da Federação que ainda não liberou os torneios e exposições, devido à gripe aviária ou a algumas questões estaduais. Essa portaria pode ser um modelo para todos os Estados brasileiros. Foi uma conquista nossa, junto com o Governador Renato Casagrande, junto com o Secretário da Agricultura, Enio Bergoli, junto com o Secretário do Meio Ambiente, que foi Deputado aqui, Felipe Rigoni, foi uma conquista para o Espírito Santo.",GILSON_DANIEL,PODE,ES
3601153,"Mas nós tivemos uma conquista também no IBAMA, que liberou as transferências, uma demanda que estava há mais de anos aqui no IBAMA nacional. Nós conseguimos liberar o SisPass, e hoje se pode fazer transferência. No Espírito Santo, além das transferências, pode-se também fazer os torneios e exposições.",GILSON_DANIEL,PODE,ES
3601153,"Criar é preservar, é preservar as espécies, é preservar a genética. Nós temos muitas criações de pássaros hoje no Brasil, nós temos mais de 500 mil criadores no Brasil, de diversas espécies da fauna brasileira. Hoje, com a possibilidade de transferência, com as atividades de torneios e exposições, essa cadeia produtiva, essa preservação das espécies, vai crescer a cada momento.",GILSON_DANIEL,PODE,ES
3601153,"Essa é a pauta que nós defendemos aqui, que às vezes desagrada alguns. Mas nós, nesta Casa, em todo o nosso mandato, estamos trabalhando fortemente para avançar cada vez mais. Temos nesta Casa o Código de Fauna, que é uma discussão importante para a preservação da criação de pássaros no Brasil. E iremos enterrar o Projeto 1.045, que foi protocolado nesta Casa agora, no dia 1º de abril, e que acaba com a criação de pássaros. Nós vamos trabalhar para arquivar esse processo e manter a criação de pássaros. É a nossa ação aqui na Câmara dos Deputados, é uma pauta que nós defendemos. Eu, Nely Aquino, Sargento Portugal e outros Deputados. Nós vamos trabalhar fortemente aqui, Sr. Presidente, para que nós possamos enterrar esse Projeto 1045. É um clamor de todos os criadores de pássaros do nosso País.",GILSON_DANIEL,PODE,ES
3601184,"Peço que o meu pronunciamento seja divulgado nos meios de comunicação desta Casa. Muito obrigado, Sr. Presidente.",GILSON_DANIEL,PODE,ES
3601188,"- Deputado Gilson Daniel, lá do nosso Espírito Santo.",GILBERTO_NASCIMENTO,PSD,SP
3601188,"Agora, do Espírito Santo, nós vamos ao Estado das Alagoas. No Estado das Alagoas, nós vamos ouvir o Deputado Paulão.",GILBERTO_NASCIMENTO,PSD,SP
3601188,"Logo em seguida, nós vamos lá para o outro lado, nós vamos para Santa Catarina com a Deputada Geovania de Sá.",GILBERTO_NASCIMENTO,PSD,SP
3601185,"- Sr. Presidente, colegas Parlamentares, eu queria usar a tribuna para uma notícia exitosa, importante para o povo brasileiro. O Presidente Lula, com seu compromisso com moradia, principalmente moradia popular, pois foi ele que criou esse programa desde o seu primeiro mandato, hoje amplia esse programa exitoso. Serão 75 mil moradias para o Minha Casa, Minha Vida Rural, paralisado no Governo anterior, que não tinha compromisso com a moradia do povo.",PAULÃO,PT,AL
3601185,"Serão 37 mil moradias para o Minha Casa, Minha Vida Entidades, investimento de quase 12 bilhões de reais. E, no meu Estado, Alagoas, serão 1.525 unidades habitacionais do Minha Casa, Minha Vida Rural, espalhadas em 26 Municípios, e 434 unidades habitacionais do Minha Casa, Minha Vida Entidades em três Municípios. Notícia exitosa. Você está realizando o sonho de ter moradia popular, principalmente uma população mais carente, que os bancos privados, infelizmente, não têm linha de crédito.",PAULÃO,PT,AL
3601185,"O outro assunto, Sr. Presidente, nós não podemos calar, é verdade que está havendo uma operação abafa para proteger um Deputado Federal do Rio de Janeiro que, de forma hedionda, é um dos autores intelectuais do crime da ex-Vereadora Marielle, uma mulher de luta, corajosa. É verdade isso? Os partidos mais conservadores... E aí eu quero fazer uma cobrança ao meu conterrâneo, o Presidente Arthur Lira. Não é possível que essa operação abafa não vá penalizar um Deputado envolvido de forma intelectual, com integrantes da sua família, num dos crimes mais hediondos que o Brasil teve na sua recente história.",ARTHUR_LIRA,PP,AL
3601185,"Eu me envergonho de fazer parte dessa Câmara Federal e percebo o silêncio de alguns, principalmente os da bancada conservadora, que são muitos corajosos para tentar colocar o bandido de pequeno porte, mas quando é Deputado, Conselheiro de Tribunal de Contas, amofinam-se, acovardam-se.",PAULÃO,PT,AL
3601191,Eu não quero fazer parte dessa história. Eu quero cobrar do Presidente Presidente Arthur Lira que traga aqui o crime hediondo praticado pelo Deputado Brazão; e eu quero colocar a minha digital para cassá-lo. Ele não tem condições morais de representar a Câmara Federal.,ARTHUR_LIRA,PP,AL
3601191,"Muito obrigado, Sr. Presidente.",PAULÃO,PT,AL
3601191,Gostaria que fosse divulgado nos meios de comunicação da Casa e no programa A Voz do Brasil.,PAULÃO,PT,AL
3601192,"- Deputado Paulão, atendendo o pedido de V.Exa., será divulgado em todos os órgãos de comunicação desta Casa. E agora, das Alagoas, nós vamos para o outro lado do Brasil, nós vamos para Santa Catarina para ouvirmos a Deputada Geovania de Sá.",GILBERTO_NASCIMENTO,PSD,SP
3601192,Tem V.Exa. a palavra.,GILBERTO_NASCIMENTO,PSD,SP
3601193,"- Sr. Presidente, o que me traz à tribuna nesta tarde de quarta-feira é algo que aguardávamos há muito tempo. Estou falando da aprovação do PLP 42, de 2023, que estava na pauta da Comissão de Trabalho. E eu quero aqui parabenizar o autor do projeto, o Deputado Alberto Fraga, mas também todos os autores dos apensados ao projeto, inclusive alguns já tramitaram no Plenário do Senado Federal. Foi uma atitude nobre da Comissão, desta Casa, através do Presidente da Comissão Lucas, a quem eu agradeço muitíssimo, juntamente com a equipe legislativa da Câmara, do meu partido, PSDB, da minha equipe, que me deu todo o suporte. São 10 anos de história nesta Casa. E uma das injustiças praticadas foi lá na reforma da Previdência, quando naquela oportunidade nós votamos equivocadamente, retirando a aposentadoria especial de mais ou menos 6% dos trabalhadores deste País. Que categorias são essas? Não contemplei categorias, mas todos os trabalhadores expostos a agentes nocivos. Exemplos: mineiros de subsolo, ceramistas, químicos, eletricitários, vigilantes e tantas outras categorias que têm suas áreas de trabalho, seu ambiente de trabalho insalubre, com agentes nocivos.",GEOVANIA_DE_SÁ,PSDB,SC
3601193,"Eu digo que comparar um trabalhador de escritório, que está no ar-condicionado, numa mesa, num computador, a um trabalhador que está numa mina de subsolo, é muito diferente; ou a uma ceramista, enfrentando o calor, enfrentando outros agentes.",GEOVANIA_DE_SÁ,PSDB,SC
3601193,"Eu quero dizer que é um momento muito nobre, é um momento emocionante. Com certeza, esses trabalhadores aguardavam essa aprovação hoje, por unanimidade, na Comissão do Trabalho. O projeto segue para outras Comissões, mas eu vim à tribuna, Sr. Presidente, e já vou encerrar, mas quero pedir, com muita sensibilidade, ao Presidente da Casa, que é sensível aos trabalhadores do País, que traga a este Plenário o PLP 42, de 2023, para que esta Casa, este Plenário, possa fazer uma avaliação e votar, para darmos a resposta, o mais rápido possível, aos trabalhadores deste País, principalmente àqueles que tinham aposentadoria especial antes da Emenda Constitucional nº 103.",GEOVANIA_DE_SÁ,PSDB,SC
3601193,"Por isso, Sr. Presidente, muito obrigada.",GEOVANIA_DE_SÁ,PSDB,SC
3601193,"Peço encarecidamente ao Presidente da Casa que traga a matéria ao Plenário. Parabenizo os trabalhadores por esse passo importante que, no dia de hoje, a Comissão do Trabalho, a Câmara dos Deputados deram. E vamos continuar nessa luta.",GEOVANIA_DE_SÁ,PSDB,SC
3601193,"Peço que a aprovação do PLP 42 seja divulgada no programa A Voz do Brasil, bem como em todos os canais de comunicação desta Casa.",GEOVANIA_DE_SÁ,PSDB,SC
3601193,Parabéns aos trabalhadores do Brasil!,GEOVANIA_DE_SÁ,PSDB,SC
3601193,Muito obrigada.,GEOVANIA_DE_SÁ,PSDB,SC
3601219,"- O.K., Deputada Geovania de Sá.",GILBERTO_NASCIMENTO,PSD,SP
3601219,Nós também parabenizamos a senhora.,GILBERTO_NASCIMENTO,PSD,SP
3601219,"Agora, nós vamos ao Estado de Minas Gerais ouvir o Deputado Bruno Farias, autor do Piso da Enfermagem.",GILBERTO_NASCIMENTO,PSD,SP
3601219,Tem V.Exa. a palavra.,GILBERTO_NASCIMENTO,PSD,SP
3601220,"- Obrigado, Sr. Presidente.",BRUNO_FARIAS,AVANTE,MG
3601220,"Sr. Presidente, Sras. e Srs. Deputados, hoje subo a esta tribuna para apresentar o PL nº 1.091, de 2024, que estabelece parâmetros mínimos para dimensionar o quantitativo de profissionais de diferentes categorias de Enfermagem para serviços de locais para todo o nosso Brasil.",BRUNO_FARIAS,AVANTE,MG
3601220,"Sr. Presidente, o Projeto de Lei nº 1.091 é em parceria com o Sistema COFEN/COREN. Quero aqui quero mencionar o nome do nosso grande Presidente, Dr. Manoel, Dra Betânia e todos os Presidentes do CORENs do Brasil.",BRUNO_FARIAS,AVANTE,MG
3601220,"Nós não podemos mais aceitar essa falta de respeito que a Enfermagem está passando neste País, Sr. Presidente. Temos hoje um Piso Nacional da Enfermagem que está sendo desrespeitado por várias instituições deste País.",BRUNO_FARIAS,AVANTE,MG
3601220,"Além de apresentar esse novo projeto de dimensionamento, eu também apresentei o Projeto das 30 horas, entre outros projetos que estamos apresentando e vamos apresentar neste Parlamento.",BRUNO_FARIAS,AVANTE,MG
3601220,"Sr. Presidente, gostaria de me dirigir a todos os meus colegas Parlamentares desta Casa para pedir o voto, a ajuda aos Srs. Líderes, ao Presidente da Casa para que paute os nossos projetos de nossa autoria que vão defender e cuidar da Enfermagem. A Enfermagem cuida das pessoas. A Enfermagem ajuda a salvar a nossa população brasileira.",BRUNO_FARIAS,AVANTE,MG
3601220,"Sr. Presidente, hoje tenho cinco projetos nesta Casa tramitando: o PL das 30 horas, o PL do dimensionamento que estamos apresentando hoje aqui, o PL do reajuste anual, o PL que transforma auxiliar em técnico de Enfermagem, entre outros.",BRUNO_FARIAS,AVANTE,MG
3601220,"Peço o apoio, o voto dos meus colegas Parlamentares, do Presidente, dos Líderes de partidos, para que possamos fazer justiça aos nossos colegas enfermeiros, técnicos e auxiliares deste nosso Brasil. São eles que cuidam das pessoas e precisam ser cuidados.",BRUNO_FARIAS,AVANTE,MG
3601220,"Sr. Presidente, peço que registre a minha fala no programa A Voz do Brasil para que todos os nossos colegas Parlamentares sejam sensibilizados por esses quatros projetos importantes para a Enfermagem deste País.",BRUNO_FARIAS,AVANTE,MG
3601220,"Muito obrigado, Sr. Presidente.",BRUNO_FARIAS,AVANTE,MG
3601484,"- O.K., Deputado Bruno Farias, das nossas Minas Gerais.",GILBERTO_NASCIMENTO,PSD,SP
3601484,O pedido de V.Exa. será atendido e divulgado em todos os meios de comunicação da Casa.,GILBERTO_NASCIMENTO,PSD,SP
3601484,"Das nossas Minas Gerais, nós vamos ao Paraná ouvir o Deputado Tadeu Veneri.",GILBERTO_NASCIMENTO,PSD,SP
3601484,"Enquanto S.Exa. dirige-se à tribuna, vamos fazer uma rápida passagem por Minas Gerais, para ouvir o nosso Deputado Delegado Marcelo Freitas.",GILBERTO_NASCIMENTO,PSD,SP
3601484,Tem V.Exa. a palavra.,GILBERTO_NASCIMENTO,PSD,SP
3601221,"- Obrigado, Sr. Presidente.",DELEGADO_MARCELO_FREITAS,UNIÃO,MG
3601221,"Senhoras e senhores, eu gostaria de comunicar a todos que votarei hoje contra a manutenção da prisão do Deputado Chiquinho Brazão. E por que farei isso? Farei isso com a consciência tranquila de obedecer a nossa Constituição Federal que tem sido rasgada diretamente pelo Ministro Alexandre de Moraes, do Supremo Tribunal Federal.",DELEGADO_MARCELO_FREITAS,UNIÃO,MG
